run_id	revision	leg	complete_ms	arcade_first_visible_ms	max_rss_kib	systems	games	logical_fingerprint	status
1787230104	0fc7b19fcefe7b3d6f28fa5c43ed06e7e81c15d4	first-observed-clean	266703	9710	91240	69	39791	57c8be72c0fa0277eb654221f919428d3f2f2be4e64ea00d78ae500081665cc5	passed
1787230104	0fc7b19fcefe7b3d6f28fa5c43ed06e7e81c15d4	warm-clean	240747	14922	91508	69	39791	57c8be72c0fa0277eb654221f919428d3f2f2be4e64ea00d78ae500081665cc5	passed
1787230104	0fc7b19fcefe7b3d6f28fa5c43ed06e7e81c15d4	forced-rebuild	77599	2342	62596	69	39791	57c8be72c0fa0277eb654221f919428d3f2f2be4e64ea00d78ae500081665cc5	passed
1787235630	9fe598fdcddccf7c2ef9525d56b994e46427176d	first-observed-clean	223667	7755	91108	69	39791	57c8be72c0fa0277eb654221f919428d3f2f2be4e64ea00d78ae500081665cc5	passed
1787235630	9fe598fdcddccf7c2ef9525d56b994e46427176d	warm-clean	156219	13912	90696	69	39791	57c8be72c0fa0277eb654221f919428d3f2f2be4e64ea00d78ae500081665cc5	passed
1787235630	9fe598fdcddccf7c2ef9525d56b994e46427176d	forced-rebuild	67930	2468	62052	69	39791	57c8be72c0fa0277eb654221f919428d3f2f2be4e64ea00d78ae500081665cc5	passed
