label	effect	frames	fps	avg_wall_us	p95_wall_us	p99_wall_us	slow_gt_16_7ms	slow_gt_20ms	avg_cpu_pct	p95_cpu_pct	max_trace_cpu_pct	max_sample_cpu_pct	avg_cpu_us	p95_cpu_us	avg_draw_us	p95_draw_us	avg_present_us	p95_present_us	avg_vsync_us	p95_vsync_us	avg_clear_us	p95_clear_us	avg_background_us	p95_background_us	avg_projection_us	p95_projection_us	avg_image_blit_us	p95_image_blit_us	avg_sprite_us	p95_sprite_us	avg_post_us	p95_post_us	avg_hud_us	p95_hud_us	avg_mask_cell_count	p95_mask_cell_count	max_mask_cell_count	avg_revealed_pixel_count	p95_revealed_pixel_count	max_revealed_pixel_count	avg_hidden_pixel_count	p95_hidden_pixel_count	max_hidden_pixel_count	avg_source_a_pixel_count	p95_source_a_pixel_count	max_source_a_pixel_count	avg_source_b_pixel_count	p95_source_b_pixel_count	max_source_b_pixel_count	avg_shake_offset_px	p95_shake_offset_px	max_shake_offset_px	avg_flash_pixel_count	p95_flash_pixel_count	max_flash_pixel_count	avg_warp_sample_count	p95_warp_sample_count	max_warp_sample_count	avg_ghost_pixel_count	p95_ghost_pixel_count	max_ghost_pixel_count	avg_glitch_band_count	p95_glitch_band_count	max_glitch_band_count	rss_hwm_kb	visual_ok	date	notes
TRANSITION-SCAFFOLD-BEFORE	crt-power-off-vertical-collapse	117	59.6	16785	23246	25478	16	10	34	100	100	70	6208	23367	4700	22002	1418	1488	15536	16656	535	577	0	0	4164	21549	0	0	0	0	0	0	0	0	85	490	540	74326	470400	518400	444073	518400	518400	74326	470400	518400	0	0	0	0	0	0	9923	17365	18361	0	0	0	0	0	0	0	0	0	22240	not-run	2026-06-15T09:08:39Z	fb_format=565; preview_format=raw-rgb565; mode=mega; segment_secs=2
TRANSITION-SCAFFOLD-BEFORE	crt-power-off-fast-snap	118	60.2	16618	17691	26305	8	6	27	100	100	70	4798	17829	3198	16404	1429	1486	16478	16655	536	583	0	0	2661	15806	0	0	0	0	0	0	0	0	49	370	540	40017	328190	518400	478382	518400	518400	40017	328190	518400	0	0	0	0	0	0	4714	10045	10501	0	0	0	0	0	0	0	0	0	22240	not-run	2026-06-15T09:08:39Z	fb_format=565; preview_format=raw-rgb565; mode=mega; segment_secs=2
TRANSITION-SCAFFOLD-BEFORE	crt-power-off-hot-line	112	57.1	17526	27018	27106	21	15	41	100	101	70	8014	27128	6471	25715	1375	1483	14999	16655	529	586	0	0	5942	25197	0	0	0	0	0	0	0	0	115	540	540	107800	518400	518400	410599	518400	518400	107800	518400	518400	0	0	0	0	0	0	13972	20773	21085	0	0	0	0	0	0	0	0	0	22240	not-run	2026-06-15T09:08:39Z	fb_format=565; preview_format=raw-rgb565; mode=mega; segment_secs=2
TRANSITION-SCAFFOLD-BEFORE	crt-power-off-center-dot	118	60.1	16626	21670	25308	10	7	31	100	100	70	5524	21784	3962	20442	1386	1490	15980	16655	526	574	0	0	3436	19934	0	0	0	0	0	0	0	0	73	455	540	55822	436800	518400	462577	518400	518400	55822	436800	518400	0	0	0	0	0	0	9002	21593	22421	0	0	0	0	0	0	0	0	0	22240	not-run	2026-06-15T09:08:39Z	fb_format=565; preview_format=raw-rgb565; mode=mega; segment_secs=2
TRANSITION-SCAFFOLD-AFTER	venetian-blinds-wipe	121	61.2	16342	16415	16455	2	0	24	26	36	72	4159	4310	2732	2833	1277	1335	16610	16653	488	527	0	0	0	0	2244	2345	0	0	0	0	0	0	28620	28620	28620	243014	460800	518400	275385	518400	518400	275385	518400	518400	243014	460800	518400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22044	not-run	2026-06-15T09:22:30Z	fb_format=565; preview_format=raw-rgb565; mode=mega; segment_secs=2
TRANSITION-SCAFFOLD-AFTER	horizontal-shutter-close	120	61.2	16332	16374	16439	2	0	31	37	48	72	5207	6189	3743	4704	1313	1344	16645	16654	513	548	0	0	0	0	3229	4167	0	0	0	0	0	0	269	514	540	0	0	0	258320	493440	518400	258320	493440	518400	518400	518400	518400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22044	not-run	2026-06-15T09:22:30Z	fb_format=565; preview_format=raw-rgb565; mode=mega; segment_secs=2
TRANSITION-SCAFFOLD-AFTER	vertical-arcade-door-close	120	61.2	16333	16403	16586	1	0	33	39	55	72	5621	6375	4169	4931	1306	1387	16645	16655	515	561	0	0	0	0	3653	4425	0	0	0	0	0	0	1080	1080	1080	0	0	0	258705	493560	518400	258705	493560	518400	518400	518400	518400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22044	not-run	2026-06-15T09:22:30Z	fb_format=565; preview_format=raw-rgb565; mode=mega; segment_secs=2
TRANSITION-SCAFFOLD-AFTER	iris-circle-open-close	120	61.1	16354	16416	16701	3	0	56	57	78	72	9349	9484	7906	8092	1297	1311	16639	16648	497	527	0	0	7408	7621	0	0	0	0	0	0	0	0	32400	32400	32400	344080	517504	518400	174319	473920	518400	174319	473920	518400	344080	517504	518400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22044	not-run	2026-06-15T09:22:30Z	fb_format=565; preview_format=raw-rgb565; mode=mega; segment_secs=2
TRANSITION-SCAFFOLD-AFTER	radial-spoke-wipe	120	61.2	16348	16401	16966	3	0	62	67	88	72	10280	11061	8850	9593	1297	1356	16605	16650	506	557	0	0	8343	9080	0	0	0	0	0	0	0	0	32400	32400	32400	259200	518400	518400	259200	518400	518400	259200	518400	518400	259200	518400	518400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22044	not-run	2026-06-15T09:22:30Z	fb_format=565; preview_format=raw-rgb565; mode=mega; segment_secs=2
TRANSITION-SCAFFOLD-AFTER	mosaic-block-in-out	120	61.2	16339	16392	16476	1	0	30	70	72	72	5073	11481	3544	9981	1367	1419	16641	16656	512	546	0	0	0	0	3031	9469	0	0	0	0	0	0	5695	32400	32400	259926	486592	518400	265284	504144	520000	265284	504144	520000	259926	486592	518400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22044	not-run	2026-06-15T09:22:30Z	fb_format=565; preview_format=raw-rgb565; mode=mega; segment_secs=2
TRANSITION-SCAFFOLD-AFTER	tilemap-page-flip	120	61.2	16344	16397	17037	3	0	36	42	57	72	6043	6869	4643	5395	1269	1340	16603	16658	499	546	0	0	4143	4892	0	0	0	0	0	0	0	0	540	540	540	258952	493560	518400	0	0	0	518400	518400	518400	258952	493560	518400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22044	not-run	2026-06-15T09:22:30Z	fb_format=565; preview_format=raw-rgb565; mode=mega; segment_secs=2
TRANSITION-SCAFFOLD-AFTER	checkerboard-reveal	120	61.2	16335	16374	16395	2	0	35	36	48	72	5794	6054	4413	4673	1244	1262	16646	16654	520	571	0	0	0	0	3893	4154	0	0	0	0	0	0	2040	2040	2040	261288	489984	522240	260951	489728	505856	260951	489728	505856	261288	489984	522240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22044	not-run	2026-06-15T09:22:30Z	fb_format=565; preview_format=raw-rgb565; mode=mega; segment_secs=2
TRANSITION-SCAFFOLD-AFTER	starfield-warp-transition	120	61.2	16341	16413	16496	2	0	58	60	76	72	9669	9982	8250	8474	1271	1301	16641	16649	518	565	0	0	7731	7965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	576000	576000	576000	0	0	0	0	0	0	0	0	0	220	220	220	0	0	0	0	0	0	22044	not-run	2026-06-15T09:22:30Z	fb_format=565; preview_format=raw-rgb565; mode=mega; segment_secs=2
TRANSITION-SCAFFOLD-AFTER	tunnel-zoom-transition	120	61.2	16345	16406	16664	2	0	43	45	60	72	7211	7693	5797	5996	1267	1311	16637	16649	509	540	0	0	5288	5513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8160	8160	8160	0	0	0	0	0	0	22044	not-run	2026-06-15T09:22:30Z	fb_format=565; preview_format=raw-rgb565; mode=mega; segment_secs=2
TRANSITION-SCAFFOLD-AFTER	screen-shake-flash	120	61.2	16344	16421	16590	2	0	47	53	59	72	7851	8668	6357	7008	1335	1482	16643	16663	509	548	0	0	0	0	5698	5872	0	0	149	761	0	0	0	0	0	0	0	0	0	0	0	259200	259200	259200	259200	259200	259200	8	16	16	103680	518400	518400	0	0	0	0	0	0	0	0	0	22044	not-run	2026-06-15T09:22:30Z	fb_format=565; preview_format=raw-rgb565; mode=mega; segment_secs=2
TRANSITION-SCAFFOLD-AFTER	crt-power-off-vertical-collapse	115	58.6	17073	24429	26724	15	10	33	100	100	72	6376	24543	4825	23062	1382	1493	15919	16655	506	551	0	0	4319	22595	0	0	0	0	0	0	0	0	87	490	540	75619	470400	518400	442780	518400	518400	75619	470400	518400	0	0	0	0	0	0	10096	17365	18361	0	0	0	0	0	0	0	0	0	22044	not-run	2026-06-15T09:22:30Z	fb_format=565; preview_format=raw-rgb565; mode=mega; segment_secs=2
TRANSITION-SCAFFOLD-AFTER	crt-power-off-fast-snap	118	60.2	16618	17704	26295	7	5	26	100	100	72	4726	17837	3133	16358	1425	1496	16475	16658	518	558	0	0	2614	15775	0	0	0	0	0	0	0	0	49	370	540	40017	328190	518400	478382	518400	518400	40017	328190	518400	0	0	0	0	0	0	4714	10045	10501	0	0	0	0	0	0	0	0	0	22044	not-run	2026-06-15T09:22:30Z	fb_format=565; preview_format=raw-rgb565; mode=mega; segment_secs=2
TRANSITION-SCAFFOLD-AFTER	crt-power-off-hot-line	114	58.0	17228	25781	25837	19	14	40	100	100	72	7583	25906	6046	24488	1371	1495	15272	16658	502	555	0	0	5544	24041	0	0	0	0	0	0	0	0	113	540	540	105909	518400	518400	412490	518400	518400	105909	518400	518400	0	0	0	0	0	0	14081	20773	21085	0	0	0	0	0	0	0	0	0	22044	not-run	2026-06-15T09:22:30Z	fb_format=565; preview_format=raw-rgb565; mode=mega; segment_secs=2
TRANSITION-SCAFFOLD-AFTER	crt-power-off-center-dot	117	59.6	16772	22749	26516	12	8	31	100	100	72	5632	22850	4058	21383	1402	1483	16117	16654	509	563	0	0	3548	20880	0	0	0	0	0	0	0	0	74	455	540	56299	436800	518400	462100	518400	518400	56299	436800	518400	0	0	0	0	0	0	9079	21593	22421	0	0	0	0	0	0	0	0	0	22044	not-run	2026-06-15T09:22:30Z	fb_format=565; preview_format=raw-rgb565; mode=mega; segment_secs=2
