label	effect	frames	fps	avg_wall_us	p95_wall_us	p99_wall_us	slow_gt_16_7ms	slow_gt_20ms	avg_cpu_pct	p95_cpu_pct	max_trace_cpu_pct	max_sample_cpu_pct	avg_cpu_us	p95_cpu_us	avg_draw_us	p95_draw_us	avg_present_us	p95_present_us	avg_vsync_us	p95_vsync_us	avg_clear_us	p95_clear_us	avg_background_us	p95_background_us	avg_projection_us	p95_projection_us	avg_image_blit_us	p95_image_blit_us	avg_sprite_us	p95_sprite_us	avg_post_us	p95_post_us	avg_hud_us	p95_hud_us	avg_palette_step_count	p95_palette_step_count	max_palette_step_count	avg_lut_lookup_count	p95_lut_lookup_count	max_lut_lookup_count	avg_row_op_count	p95_row_op_count	max_row_op_count	avg_dither_pixel_count	p95_dither_pixel_count	max_dither_pixel_count	avg_flash_pixel_count	p95_flash_pixel_count	max_flash_pixel_count	avg_trail_pixel_count	p95_trail_pixel_count	max_trail_pixel_count	avg_indexed_pixel_count	p95_indexed_pixel_count	max_indexed_pixel_count	avg_reflection_row_count	p95_reflection_row_count	max_reflection_row_count	rss_hwm_kb	visual_ok	date	notes
RASTER-RAW565-AFTER	palette-split-warning-tint	180	61.1	16367	16473	16766	4	0	23	24	39	98	3865	4002	2180	2275	1495	1515	16628	16650	551	598	834	864	0	0	0	0	0	0	794	904	0	0	542	542	542	0	0	0	1080	1080	1080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20112	not-run	2026-06-15T08:03:35Z	fb_format=565; preview_format=raw-rgb565; mode=mega; segment_secs=3
RASTER-RAW565-AFTER	water-reflection-flipped-wavy-rows	180	61.1	16366	16437	16670	3	0	69	72	94	98	11442	12072	9904	10398	1381	1438	16629	16654	528	571	1411	1492	7964	8391	0	0	0	0	0	0	0	0	540	540	540	0	0	0	632	632	632	0	0	0	0	0	0	0	0	0	0	0	0	270	270	270	20112	not-run	2026-06-15T08:03:35Z	fb_format=565; preview_format=raw-rgb565; mode=mega; segment_secs=3
RASTER-SCAFFOLD-BEFORE	palette-cycling-lava-water-neon	121	61.5	16254	16439	16543	1	0	64	67	106	93	10565	10889	9111	9345	1294	1341	16512	16654	534	571	8372	8601	0	0	0	0	204	224	0	0	0	0	32	32	32	518400	518400	518400	15	15	15	0	0	0	0	0	0	0	0	0	518400	518400	518400	0	0	0	20396	not-run	2026-06-15T09:07:50Z	fb_format=565; preview_format=raw-rgb565; mode=mega; segment_secs=2
RASTER-SCAFFOLD-BEFORE	palette-gradient-sky	120	61.1	16360	16437	16662	2	0	18	19	27	93	3116	3242	1424	1507	1503	1548	16638	16653	557	614	866	893	0	0	0	0	0	0	0	0	0	0	540	540	540	0	0	0	540	540	540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20396	not-run	2026-06-15T09:07:50Z	fb_format=565; preview_format=raw-rgb565; mode=mega; segment_secs=2
RASTER-SCAFFOLD-BEFORE	per-scanline-color-bars	120	61.1	16369	16482	16700	4	0	17	19	24	93	3017	3254	1325	1472	1498	1576	16635	16651	553	604	771	812	0	0	0	0	0	0	0	0	0	0	6	6	6	0	0	0	540	540	540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20396	not-run	2026-06-15T09:07:50Z	fb_format=565; preview_format=raw-rgb565; mode=mega; segment_secs=2
RASTER-SCAFFOLD-BEFORE	rainbow-raster-bands	120	61.1	16364	16463	16630	1	0	17	18	25	93	3006	3114	1293	1349	1519	1586	16637	16655	547	588	746	783	0	0	0	0	0	0	0	0	0	0	32	32	32	0	0	0	540	540	540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20396	not-run	2026-06-15T09:07:50Z	fb_format=565; preview_format=raw-rgb565; mode=mega; segment_secs=2
RASTER-SCAFFOLD-BEFORE	copper-bar-horizontal-glow	120	61.2	16352	16464	16490	0	0	22	23	31	93	3754	3800	2004	2163	1558	1591	16640	16655	543	587	758	909	702	736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	540	540	540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20396	not-run	2026-06-15T09:07:50Z	fb_format=565; preview_format=raw-rgb565; mode=mega; segment_secs=2
RASTER-SCAFFOLD-BEFORE	screen-flash-action	120	61.1	16361	16469	16627	2	0	52	73	89	93	8605	12116	6987	10533	1449	1573	16639	16651	560	655	6138	9936	0	0	0	0	0	0	287	769	0	0	207	540	540	0	0	0	207	540	540	0	0	0	198720	518400	518400	0	0	0	0	0	0	0	0	0	20396	not-run	2026-06-15T09:07:50Z	fb_format=565; preview_format=raw-rgb565; mode=mega; segment_secs=2
RASTER-SCAFFOLD-BEFORE	fade-through-indexed-palettes	120	61.1	16374	16435	16537	2	0	61	64	76	93	10079	10482	8603	8976	1324	1344	16640	16653	537	583	8065	8411	0	0	0	0	0	0	0	0	0	0	96	96	96	518400	518400	518400	0	0	0	0	0	0	0	0	0	0	0	0	518400	518400	518400	0	0	0	20396	not-run	2026-06-15T09:07:50Z	fb_format=565; preview_format=raw-rgb565; mode=mega; segment_secs=2
RASTER-SCAFFOLD-BEFORE	day-night-palette-swap	120	61.1	16374	16432	16787	3	0	52	56	62	93	8668	9553	7145	7647	1355	1402	16638	16652	541	709	6085	6442	0	0	0	0	518	549	0	0	0	0	96	96	96	518400	518400	518400	24	24	24	0	0	0	0	0	0	0	0	0	518400	518400	518400	0	0	0	20396	not-run	2026-06-15T09:07:50Z	fb_format=565; preview_format=raw-rgb565; mode=mega; segment_secs=2
RASTER-SCAFFOLD-BEFORE	limited-color-posterize-transition	120	61.1	16368	16436	16582	2	0	45	47	59	93	7549	7695	6003	6173	1378	1442	16638	16658	529	578	0	0	0	0	5473	5600	0	0	0	0	0	0	0	0	0	8160	8160	8160	0	0	0	0	0	0	0	0	0	0	0	0	522240	522240	522240	0	0	0	20396	not-run	2026-06-15T09:07:50Z	fb_format=565; preview_format=raw-rgb565; mode=mega; segment_secs=2
RASTER-SCAFFOLD-BEFORE	dither-dissolve	120	61.1	16376	16434	16904	4	0	88	91	100	93	14504	14745	12992	13240	1356	1387	16638	16645	528	578	0	0	0	0	12464	12752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	518400	518400	518400	0	0	0	0	0	0	0	0	0	0	0	0	20396	not-run	2026-06-15T09:07:50Z	fb_format=565; preview_format=raw-rgb565; mode=mega; segment_secs=2
RASTER-SCAFFOLD-BEFORE	ordered-checker-dissolve	120	61.1	16375	16456	17274	5	0	88	98	100	93	14592	14725	13104	13282	1341	1357	16639	16651	541	584	0	0	0	0	12563	12743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	518400	518400	518400	0	0	0	0	0	0	0	0	0	0	0	0	20396	not-run	2026-06-15T09:07:50Z	fb_format=565; preview_format=raw-rgb565; mode=mega; segment_secs=2
RASTER-SCAFFOLD-BEFORE	crt-phosphor-fade-trail	120	61.2	16351	16403	16437	2	0	78	80	97	93	12989	13160	11512	11721	1330	1347	16643	16651	538	585	8713	8918	0	0	0	0	0	0	2259	2300	0	0	0	0	0	0	0	0	180	180	180	0	0	0	0	0	0	518400	518400	518400	0	0	0	0	0	0	20396	not-run	2026-06-15T09:07:50Z	fb_format=565; preview_format=raw-rgb565; mode=mega; segment_secs=2
RASTER-SCAFFOLD-BEFORE	scanline-brightness-pulse	120	61.1	16354	16543	16641	1	0	22	24	33	93	3812	4027	2067	2169	1552	1586	16598	16658	569	609	781	919	0	0	0	0	0	0	715	741	0	0	6	6	6	0	0	0	1080	1080	1080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20396	not-run	2026-06-15T09:07:50Z	fb_format=565; preview_format=raw-rgb565; mode=mega; segment_secs=2
RASTER-SCAFFOLD-BEFORE	palette-split-warning-tint	120	61.1	16354	16438	16664	2	0	24	25	33	93	4024	4129	2278	2368	1552	1587	16640	16659	564	602	883	897	0	0	0	0	0	0	831	943	0	0	542	542	542	0	0	0	1080	1080	1080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20396	not-run	2026-06-15T09:07:50Z	fb_format=565; preview_format=raw-rgb565; mode=mega; segment_secs=2
RASTER-SCAFFOLD-BEFORE	water-reflection-flipped-wavy-rows	120	61.1	16362	16426	16592	2	0	69	72	96	93	11401	11857	9864	10255	1388	1442	16641	16653	530	589	1391	1467	7942	8362	0	0	0	0	0	0	0	0	540	540	540	0	0	0	632	632	632	0	0	0	0	0	0	0	0	0	0	0	0	270	270	270	20396	not-run	2026-06-15T09:07:50Z	fb_format=565; preview_format=raw-rgb565; mode=mega; segment_secs=2
RASTER-SCAFFOLD-AFTER	palette-cycling-lava-water-neon	121	61.3	16300	16434	16586	2	0	62	65	106	93	10295	10315	8875	9103	1265	1272	16543	16661	536	567	8142	8207	0	0	0	0	196	214	0	0	0	0	32	32	32	518400	518400	518400	15	15	15	0	0	0	0	0	0	0	0	0	518400	518400	518400	0	0	0	20964	not-run	2026-06-15T09:19:37Z	fb_format=565; preview_format=raw-rgb565; mode=mega; segment_secs=2
RASTER-SCAFFOLD-AFTER	palette-gradient-sky	120	61.1	16354	16447	16631	2	0	18	19	31	93	3106	3219	1417	1485	1509	1560	16639	16662	555	605	861	889	0	0	0	0	0	0	0	0	0	0	540	540	540	0	0	0	540	540	540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20964	not-run	2026-06-15T09:19:37Z	fb_format=565; preview_format=raw-rgb565; mode=mega; segment_secs=2
RASTER-SCAFFOLD-AFTER	per-scanline-color-bars	120	61.1	16373	16488	16711	3	0	17	18	23	93	2964	2993	1303	1325	1478	1509	16635	16654	546	592	756	781	0	0	0	0	0	0	0	0	0	0	6	6	6	0	0	0	540	540	540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20964	not-run	2026-06-15T09:19:37Z	fb_format=565; preview_format=raw-rgb565; mode=mega; segment_secs=2
RASTER-SCAFFOLD-AFTER	rainbow-raster-bands	120	61.1	16359	16459	16664	2	0	17	19	25	93	3005	3244	1302	1376	1517	1579	16637	16654	555	592	747	834	0	0	0	0	0	0	0	0	0	0	32	32	32	0	0	0	540	540	540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20964	not-run	2026-06-15T09:19:37Z	fb_format=565; preview_format=raw-rgb565; mode=mega; segment_secs=2
RASTER-SCAFFOLD-AFTER	copper-bar-horizontal-glow	120	61.1	16374	16469	16638	1	0	21	22	33	93	3611	3722	1936	1972	1484	1550	16599	16651	544	574	716	751	675	704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	540	540	540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20964	not-run	2026-06-15T09:19:37Z	fb_format=565; preview_format=raw-rgb565; mode=mega; segment_secs=2
RASTER-SCAFFOLD-AFTER	screen-flash-action	120	61.2	16348	16412	16517	1	0	52	73	83	93	8637	11988	6995	10406	1474	1576	16606	16653	561	608	6144	9854	0	0	0	0	0	0	289	776	0	0	207	540	540	0	0	0	207	540	540	0	0	0	198720	518400	518400	0	0	0	0	0	0	0	0	0	20964	not-run	2026-06-15T09:19:37Z	fb_format=565; preview_format=raw-rgb565; mode=mega; segment_secs=2
RASTER-SCAFFOLD-AFTER	fade-through-indexed-palettes	120	61.2	16352	16416	16996	3	0	63	64	76	93	10488	11024	9004	9148	1352	1371	16643	16652	530	569	8474	8609	0	0	0	0	0	0	0	0	0	0	96	96	96	518400	518400	518400	0	0	0	0	0	0	0	0	0	0	0	0	518400	518400	518400	0	0	0	20964	not-run	2026-06-15T09:19:37Z	fb_format=565; preview_format=raw-rgb565; mode=mega; segment_secs=2
RASTER-SCAFFOLD-AFTER	day-night-palette-swap	120	61.1	16361	16427	16524	2	0	53	55	66	93	8842	9091	7320	7592	1364	1406	16641	16651	539	595	6254	6523	0	0	0	0	526	568	0	0	0	0	96	96	96	518400	518400	518400	24	24	24	0	0	0	0	0	0	0	0	0	518400	518400	518400	0	0	0	20964	not-run	2026-06-15T09:19:37Z	fb_format=565; preview_format=raw-rgb565; mode=mega; segment_secs=2
RASTER-SCAFFOLD-AFTER	limited-color-posterize-transition	120	61.1	16373	16438	16608	1	0	45	46	53	93	7493	7652	5967	6108	1363	1396	16638	16655	545	578	0	0	0	0	5422	5587	0	0	0	0	0	0	0	0	0	8160	8160	8160	0	0	0	0	0	0	0	0	0	0	0	0	522240	522240	522240	0	0	0	20964	not-run	2026-06-15T09:19:37Z	fb_format=565; preview_format=raw-rgb565; mode=mega; segment_secs=2
RASTER-SCAFFOLD-AFTER	dither-dissolve	120	61.1	16367	16430	17451	6	0	89	98	100	93	14664	15104	13150	13602	1374	1443	16640	16650	540	593	0	0	0	0	12610	13012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	518400	518400	518400	0	0	0	0	0	0	0	0	0	0	0	0	20964	not-run	2026-06-15T09:19:37Z	fb_format=565; preview_format=raw-rgb565; mode=mega; segment_secs=2
RASTER-SCAFFOLD-AFTER	ordered-checker-dissolve	120	61.1	16369	16417	17160	5	0	89	99	100	93	14814	15309	13302	13789	1368	1425	16640	16649	541	589	0	0	0	0	12760	13246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	518400	518400	518400	0	0	0	0	0	0	0	0	0	0	0	0	20964	not-run	2026-06-15T09:19:37Z	fb_format=565; preview_format=raw-rgb565; mode=mega; segment_secs=2
RASTER-SCAFFOLD-AFTER	crt-phosphor-fade-trail	120	61.1	16364	16417	17024	3	0	77	80	98	93	12719	13164	11280	11728	1311	1364	16606	16653	526	582	8542	8913	0	0	0	0	0	0	2211	2299	0	0	0	0	0	0	0	0	180	180	180	0	0	0	0	0	0	518400	518400	518400	0	0	0	0	0	0	20964	not-run	2026-06-15T09:19:37Z	fb_format=565; preview_format=raw-rgb565; mode=mega; segment_secs=2
RASTER-SCAFFOLD-AFTER	scanline-brightness-pulse	120	61.2	16352	16489	16624	1	0	22	23	33	93	3803	3853	2053	2078	1560	1589	16640	16655	550	595	791	812	0	0	0	0	0	0	711	766	0	0	6	6	6	0	0	0	1080	1080	1080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20964	not-run	2026-06-15T09:19:37Z	fb_format=565; preview_format=raw-rgb565; mode=mega; segment_secs=2
RASTER-SCAFFOLD-AFTER	palette-split-warning-tint	120	61.1	16362	16458	16653	2	0	23	25	37	93	3919	4161	2219	2369	1510	1577	16636	16651	542	593	861	888	0	0	0	0	0	0	815	963	0	0	542	542	542	0	0	0	1080	1080	1080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20964	not-run	2026-06-15T09:19:37Z	fb_format=565; preview_format=raw-rgb565; mode=mega; segment_secs=2
RASTER-SCAFFOLD-AFTER	water-reflection-flipped-wavy-rows	120	61.1	16359	16415	16770	3	0	70	77	91	93	11583	12971	10031	10978	1401	1690	16642	16654	549	712	1427	2076	8054	8636	0	0	0	0	0	0	0	0	540	540	540	0	0	0	632	632	632	0	0	0	0	0	0	0	0	0	0	0	0	270	270	270	20964	not-run	2026-06-15T09:19:37Z	fb_format=565; preview_format=raw-rgb565; mode=mega; segment_secs=2
