label	type	elapsed_s	field_a	field_b	field_c	field_d	field_e	field_f	field_g	field_h	field_i	field_j	notes
FINAL-LIBIO-20260624	sample	4	357	122	0	4096	4564	9002	4493	1945	21873	111	disk_io_ms=0 disk=mmcblk0 sqlite=/media/fat/mister-magik/library-io-bench.sqlite3 build_dir=none
FINAL-LIBIO-20260624	sample	5	465	127	0	4096	4696	9098	4493	1945	21873	111	disk_io_ms=0 disk=mmcblk0 sqlite=/media/fat/mister-magik/library-io-bench.sqlite3 build_dir=none
FINAL-LIBIO-20260624	sample	6	570	134	0	4096	4825	9197	4493	1945	21873	111	disk_io_ms=0 disk=mmcblk0 sqlite=/media/fat/mister-magik/library-io-bench.sqlite3 build_dir=none
FINAL-LIBIO-20260624	sample	8	677	138	0	4096	4954	9298	4493	1945	21873	112	disk_io_ms=0 disk=mmcblk0 sqlite=/media/fat/mister-magik/library-io-bench.sqlite3 build_dir=none
FINAL-LIBIO-20260624	sample	9	683	154	0	13393920	4979	9409	4493	2023	21873	163	disk_io_ms=0 disk=mmcblk0 sqlite=/media/fat/mister-magik/library-io-bench.sqlite3 build_dir=none
FINAL-LIBIO-20260624	sample	10	739	164	0	18055168	5062	9514	4493	2058	21873	184	disk_io_ms=0 disk=mmcblk0 sqlite=/media/fat/mister-magik/library-io-bench.sqlite3 build_dir=none
FINAL-LIBIO-20260624	scan_stage_walk_targets	0											roots=4 targets=16 extensions=29
FINAL-LIBIO-20260624	scan_stage_first_candidate	52											path=/media/fat/_Arcade/Pac-Manic Miner.mra
FINAL-LIBIO-20260624	scan_stage_first_discovery	56											candidate=1 discoveries=1 path=/media/fat/_Arcade/Pac-Manic Miner.mra
FINAL-LIBIO-20260624	scan_stage_walk_target	537											path=/media/fat/_Arcade dirs=509 files=2751 candidates=2747
FINAL-LIBIO-20260624	scan_stage_walk_target	72											path=/media/fat/games/Saturn dirs=12 files=465 candidates=154
FINAL-LIBIO-20260624	scan_stage_walk_target	3											path=/media/fat/games/PSX dirs=1 files=6 candidates=3
FINAL-LIBIO-20260624	scan_stage_walk_target	184											path=/media/fat/games/AO486 dirs=297 files=404 candidates=386
FINAL-LIBIO-20260624	scan_stage_walk_target	1											path=/media/fat/games/Amiga dirs=3 files=16 candidates=5
FINAL-LIBIO-20260624	scan_stage_walk_target	30											path=/media/fat/games/NEOGEO dirs=2 files=276 candidates=1
FINAL-LIBIO-20260624	scan_stage_walk_target	400											path=/media/fat/games/NES dirs=772 files=1002 candidates=737
FINAL-LIBIO-20260624	scan_stage_walk_target	54											path=/media/fat/games/SNES dirs=1 files=790 candidates=785
FINAL-LIBIO-20260624	scan_stage_walk_target	365											path=/media/fat/games/GBA dirs=785 files=880 candidates=772
FINAL-LIBIO-20260624	scan_stage_walk_target	283											path=/media/fat/games/GBC dirs=603 files=687 candidates=598
FINAL-LIBIO-20260624	scan_stage_walk_target	107											path=/media/fat/games/GameGear dirs=268 files=267 candidates=256
FINAL-LIBIO-20260624	scan_stage_walk_target	0											path=/media/fat/games/SMS dirs=1 files=1 candidates=1
FINAL-LIBIO-20260624	scan_stage_walk_target	350											path=/media/fat/games/MegaDrive dirs=778 files=779 candidates=778
FINAL-LIBIO-20260624	scan_stage_walk_target	117											path=/media/fat/games/N64 dirs=297 files=300 candidates=296
FINAL-LIBIO-20260624	scan_stage_walk_target	18											path=/media/fat/_DOS Games dirs=1 files=305 candidates=305
FINAL-LIBIO-20260624	scan_stage_walk_target	3											path=/media/fat/_LLAPI/_Arcade dirs=1 files=81 candidates=81
FINAL-LIBIO-20260624	scan_stage_walk	2007											candidates=7905
FINAL-LIBIO-20260624	scan_stage_profile_match	69											calls=7905
FINAL-LIBIO-20260624	scan_stage_installed_collection	94											calls=7513
FINAL-LIBIO-20260624	scan_stage_archive_toc	33											containers=154
FINAL-LIBIO-20260624	scan_stage_collection_listings	0											collections=0
FINAL-LIBIO-20260624	scan_stage_file_discovery	2145											files=7511
FINAL-LIBIO-20260624	scan_stage_classify_total	2563											discoveries=9354 normal_files=7897 containers=154 entries=281
FINAL-LIBIO-20260624	import_stage_schema	11											tables=14
FINAL-LIBIO-20260624	import_stage_metadata_load	1477											mame=50097 hbmame=608 software_lists=14979 preview_paths=8
FINAL-LIBIO-20260624	import_stage_begin_tx	0											
FINAL-LIBIO-20260624	import_stage_insert_profiles	1											rows=16
FINAL-LIBIO-20260624	import_stage_insert_payloads	471											normal_files=7897 entries=281
FINAL-LIBIO-20260624	import_stage_insert_games_chunk	181											from=0 to=1000 total=9229
FINAL-LIBIO-20260624	import_stage_insert_games_chunk	163											from=1000 to=2000 total=9229
FINAL-LIBIO-20260624	import_stage_insert_games_chunk	180											from=2000 to=3000 total=9229
FINAL-LIBIO-20260624	import_stage_insert_games_chunk	181											from=3000 to=4000 total=9229
FINAL-LIBIO-20260624	import_stage_insert_games_chunk	190											from=4000 to=5000 total=9229
FINAL-LIBIO-20260624	import_stage_insert_games_chunk	207											from=5000 to=6000 total=9229
FINAL-LIBIO-20260624	import_stage_insert_games_chunk	227											from=6000 to=7000 total=9229
FINAL-LIBIO-20260624	import_stage_insert_games_chunk	255											from=7000 to=8000 total=9229
FINAL-LIBIO-20260624	import_stage_insert_games_chunk	249											from=8000 to=9000 total=9229
FINAL-LIBIO-20260624	import_stage_insert_games_chunk	86											from=9000 to=9229 total=9229
FINAL-LIBIO-20260624	import_stage_insert_games_total	2077											rows=9229 launcher_rows=6245
FINAL-LIBIO-20260624	import_stage_materialize_arcade_ui	468											
FINAL-LIBIO-20260624	import_stage_insert_launcher_arcade	12											
FINAL-LIBIO-20260624	import_stage_insert_launcher_console	218											rows=6185
FINAL-LIBIO-20260624	import_stage_insert_meta	164											rows=11
FINAL-LIBIO-20260624	import_stage_insert_catalog_stamp	0											rows=11
FINAL-LIBIO-20260624	import_stage_insert_software_hash_cache	0											rows=0
FINAL-LIBIO-20260624	import_stage_commit	8											
FINAL-LIBIO-20260624	import_stage_total	4926											path=/tmp/mister-magik/sqlite-build/.library-io-bench.sqlite3.build.1574
FINAL-LIBIO-20260624	sqlite_publish_progress	2											bytes=18026496 copy_ms=1507 build_sync_ms=0 final_sync_ms=0 rename_ms=0 parent_sync_ms=0 progress_events=70 result=bench-ok
FINAL-LIBIO-20260624	refresh_done	0											skipped=false bytes=18026496 scan_us=2715090 discover_us=2007160 classify_us=2562816 import_us=7078451 discoveries=9229 normal_files=7897 containers=154 entries=281 virtual_launch_total=4659 virtual_launch_written=0 virtual_launch_unchanged=4659 virtual_launch_errors=0
FINAL-LIBIO-20260624	done	11											rc=0 disk=mmcblk0 sqlite=/media/fat/mister-magik/library-io-bench.sqlite3 build_dir=none
