label	scenario	type	iteration	ref_index	kind	status	prepare_us	write_bytes	wchar	notes
LAUNCHPREP-AFTER	warm	sample	0	0	virtual-neogeo	ok	80	0	0	target=/media/fat/mister-magik/launch-cache/virtual-magik-plan-archive-media-fat-games-neogeo-neo-geo-mister-fgpa-ultra-pack-zip-neo-89e332db6e06dfec676056f88b992970.mgl ref=magik-plan:archive:/media/fat/games/NEOGEO/Neo Geo Mister FGPA Ultra Pack.zip/Neo Geo Mister FGPA Ultra Pack/ World A-Z/2020 Super Baseball (set 1) (2020bb).neo
LAUNCHPREP-AFTER	warm	sample	0	1	virtual-neogeo	ok	78	0	0	target=/media/fat/mister-magik/launch-cache/virtual-magik-plan-archive-media-fat-games-neogeo-neo-geo-mister-fgpa-ultra-pack-zip-neo-ac5aea18842cb42e886bba963a4192b0.mgl ref=magik-plan:archive:/media/fat/games/NEOGEO/Neo Geo Mister FGPA Ultra Pack.zip/Neo Geo Mister FGPA Ultra Pack/Prototypes, Revisions, Single-PCBs/2020 Super Baseball (set 2) (2020bba).neo
LAUNCHPREP-AFTER	warm	sample	0	2	virtual-neogeo	ok	87	0	0	target=/media/fat/mister-magik/launch-cache/virtual-magik-plan-archive-media-fat-games-neogeo-neo-geo-mister-fgpa-ultra-pack-zip-neo-fdfafc8a65586ab1ed69c869a5d8e0d8.mgl ref=magik-plan:archive:/media/fat/games/NEOGEO/Neo Geo Mister FGPA Ultra Pack.zip/Neo Geo Mister FGPA Ultra Pack/Prototypes, Revisions, Single-PCBs/2020 Super Baseball (set 3) (2020bbh).neo
LAUNCHPREP-AFTER	warm	sample	0	3	virtual-neogeo	ok	62	0	0	target=/media/fat/mister-magik/launch-cache/virtual-magik-plan-archive-media-fat-games-neogeo-neo-geo-mister-fgpa-ultra-pack-zip-neo-2ed72f6175e209e5ca9df7671ab2cd47.mgl ref=magik-plan:archive:/media/fat/games/NEOGEO/Neo Geo Mister FGPA Ultra Pack.zip/Neo Geo Mister FGPA Ultra Pack/ World A-Z/3 Count Bout (3countb).neo
LAUNCHPREP-AFTER	warm	sample	0	4	virtual-neogeo	ok	66	0	0	target=/media/fat/mister-magik/launch-cache/virtual-magik-plan-archive-media-fat-games-neogeo-neo-geo-mister-fgpa-ultra-pack-zip-neo-f052583d17edffd3e99ed9acd75dfa12.mgl ref=magik-plan:archive:/media/fat/games/NEOGEO/Neo Geo Mister FGPA Ultra Pack.zip/Neo Geo Mister FGPA Ultra Pack/ World A-Z/Aero Fighters 2 (sonicwi2).neo
LAUNCHPREP-AFTER	warm	sample	0	5	virtual-neogeo	ok	64	0	0	target=/media/fat/mister-magik/launch-cache/virtual-magik-plan-archive-media-fat-games-neogeo-neo-geo-mister-fgpa-ultra-pack-zip-neo-2cf01dfca3b8811d4d4e7d8e6a1e3b7a.mgl ref=magik-plan:archive:/media/fat/games/NEOGEO/Neo Geo Mister FGPA Ultra Pack.zip/Neo Geo Mister FGPA Ultra Pack/ World A-Z/Aero Fighters 3 (sonicwi3).neo
LAUNCHPREP-AFTER	warm	sample	0	6	virtual-neogeo	ok	89	0	0	target=/media/fat/mister-magik/launch-cache/virtual-magik-plan-archive-media-fat-games-neogeo-neo-geo-mister-fgpa-ultra-pack-zip-neo-dab76d2aeb8975415e210dac5606cdd1.mgl ref=magik-plan:archive:/media/fat/games/NEOGEO/Neo Geo Mister FGPA Ultra Pack.zip/Neo Geo Mister FGPA Ultra Pack/ World A-Z/Aggressors of Dark Kombat (aodk).neo
LAUNCHPREP-AFTER	warm	sample	0	7	virtual-neogeo	ok	94	0	0	target=/media/fat/mister-magik/launch-cache/virtual-magik-plan-archive-media-fat-games-neogeo-neo-geo-mister-fgpa-ultra-pack-zip-neo-fbe9540d4797bab6fb6858aa47358c54.mgl ref=magik-plan:archive:/media/fat/games/NEOGEO/Neo Geo Mister FGPA Ultra Pack.zip/Neo Geo Mister FGPA Ultra Pack/ World A-Z/Alpha Mission II (alpham2).neo
LAUNCHPREP-AFTER	warm	sample	0	8	amigavision	ok	2788	4096	33	target=/media/fat/_Computer/Amiga.mgl ref=magik-amigavision:15%20Years%20of%20Fame%20%28Up%20Rough%29%28OCS%29
LAUNCHPREP-AFTER	warm	sample	0	9	amigavision	ok	1960	4096	15	target=/media/fat/_Computer/Amiga.mgl ref=magik-amigavision:1869%20%28AGA%29%5Ben%5D
LAUNCHPREP-AFTER	warm	sample	0	10	amigavision	ok	1849	4096	29	target=/media/fat/_Computer/Amiga.mgl ref=magik-amigavision:1992%20%28Focus%20Design%29%28AGA-060%29
LAUNCHPREP-AFTER	warm	sample	0	11	amigavision	ok	1949	4096	31	target=/media/fat/_Computer/Amiga.mgl ref=magik-amigavision:3001%20O%27Connors%20Fight%20%28OCS%29%5Ben%5D
LAUNCHPREP-AFTER	warm	sample	1	0	virtual-neogeo	ok	89	0	0	target=/media/fat/mister-magik/launch-cache/virtual-magik-plan-archive-media-fat-games-neogeo-neo-geo-mister-fgpa-ultra-pack-zip-neo-89e332db6e06dfec676056f88b992970.mgl ref=magik-plan:archive:/media/fat/games/NEOGEO/Neo Geo Mister FGPA Ultra Pack.zip/Neo Geo Mister FGPA Ultra Pack/ World A-Z/2020 Super Baseball (set 1) (2020bb).neo
LAUNCHPREP-AFTER	warm	sample	1	1	virtual-neogeo	ok	74	0	0	target=/media/fat/mister-magik/launch-cache/virtual-magik-plan-archive-media-fat-games-neogeo-neo-geo-mister-fgpa-ultra-pack-zip-neo-ac5aea18842cb42e886bba963a4192b0.mgl ref=magik-plan:archive:/media/fat/games/NEOGEO/Neo Geo Mister FGPA Ultra Pack.zip/Neo Geo Mister FGPA Ultra Pack/Prototypes, Revisions, Single-PCBs/2020 Super Baseball (set 2) (2020bba).neo
LAUNCHPREP-AFTER	warm	sample	1	2	virtual-neogeo	ok	83	0	0	target=/media/fat/mister-magik/launch-cache/virtual-magik-plan-archive-media-fat-games-neogeo-neo-geo-mister-fgpa-ultra-pack-zip-neo-fdfafc8a65586ab1ed69c869a5d8e0d8.mgl ref=magik-plan:archive:/media/fat/games/NEOGEO/Neo Geo Mister FGPA Ultra Pack.zip/Neo Geo Mister FGPA Ultra Pack/Prototypes, Revisions, Single-PCBs/2020 Super Baseball (set 3) (2020bbh).neo
LAUNCHPREP-AFTER	warm	sample	1	3	virtual-neogeo	ok	70	0	0	target=/media/fat/mister-magik/launch-cache/virtual-magik-plan-archive-media-fat-games-neogeo-neo-geo-mister-fgpa-ultra-pack-zip-neo-2ed72f6175e209e5ca9df7671ab2cd47.mgl ref=magik-plan:archive:/media/fat/games/NEOGEO/Neo Geo Mister FGPA Ultra Pack.zip/Neo Geo Mister FGPA Ultra Pack/ World A-Z/3 Count Bout (3countb).neo
LAUNCHPREP-AFTER	warm	sample	1	4	virtual-neogeo	ok	66	0	0	target=/media/fat/mister-magik/launch-cache/virtual-magik-plan-archive-media-fat-games-neogeo-neo-geo-mister-fgpa-ultra-pack-zip-neo-f052583d17edffd3e99ed9acd75dfa12.mgl ref=magik-plan:archive:/media/fat/games/NEOGEO/Neo Geo Mister FGPA Ultra Pack.zip/Neo Geo Mister FGPA Ultra Pack/ World A-Z/Aero Fighters 2 (sonicwi2).neo
LAUNCHPREP-AFTER	warm	sample	1	5	virtual-neogeo	ok	61	0	0	target=/media/fat/mister-magik/launch-cache/virtual-magik-plan-archive-media-fat-games-neogeo-neo-geo-mister-fgpa-ultra-pack-zip-neo-2cf01dfca3b8811d4d4e7d8e6a1e3b7a.mgl ref=magik-plan:archive:/media/fat/games/NEOGEO/Neo Geo Mister FGPA Ultra Pack.zip/Neo Geo Mister FGPA Ultra Pack/ World A-Z/Aero Fighters 3 (sonicwi3).neo
LAUNCHPREP-AFTER	warm	sample	1	6	virtual-neogeo	ok	87	0	0	target=/media/fat/mister-magik/launch-cache/virtual-magik-plan-archive-media-fat-games-neogeo-neo-geo-mister-fgpa-ultra-pack-zip-neo-dab76d2aeb8975415e210dac5606cdd1.mgl ref=magik-plan:archive:/media/fat/games/NEOGEO/Neo Geo Mister FGPA Ultra Pack.zip/Neo Geo Mister FGPA Ultra Pack/ World A-Z/Aggressors of Dark Kombat (aodk).neo
LAUNCHPREP-AFTER	warm	sample	1	7	virtual-neogeo	ok	160	0	0	target=/media/fat/mister-magik/launch-cache/virtual-magik-plan-archive-media-fat-games-neogeo-neo-geo-mister-fgpa-ultra-pack-zip-neo-fbe9540d4797bab6fb6858aa47358c54.mgl ref=magik-plan:archive:/media/fat/games/NEOGEO/Neo Geo Mister FGPA Ultra Pack.zip/Neo Geo Mister FGPA Ultra Pack/ World A-Z/Alpha Mission II (alpham2).neo
LAUNCHPREP-AFTER	warm	sample	1	8	amigavision	ok	1859	4096	33	target=/media/fat/_Computer/Amiga.mgl ref=magik-amigavision:15%20Years%20of%20Fame%20%28Up%20Rough%29%28OCS%29
LAUNCHPREP-AFTER	warm	sample	1	9	amigavision	ok	1817	4096	15	target=/media/fat/_Computer/Amiga.mgl ref=magik-amigavision:1869%20%28AGA%29%5Ben%5D
LAUNCHPREP-AFTER	warm	sample	1	10	amigavision	ok	1755	4096	29	target=/media/fat/_Computer/Amiga.mgl ref=magik-amigavision:1992%20%28Focus%20Design%29%28AGA-060%29
LAUNCHPREP-AFTER	warm	sample	1	11	amigavision	ok	1787	4096	31	target=/media/fat/_Computer/Amiga.mgl ref=magik-amigavision:3001%20O%27Connors%20Fight%20%28OCS%29%5Ben%5D
LAUNCHPREP-AFTER	warm	sample	2	0	virtual-neogeo	ok	86	0	0	target=/media/fat/mister-magik/launch-cache/virtual-magik-plan-archive-media-fat-games-neogeo-neo-geo-mister-fgpa-ultra-pack-zip-neo-89e332db6e06dfec676056f88b992970.mgl ref=magik-plan:archive:/media/fat/games/NEOGEO/Neo Geo Mister FGPA Ultra Pack.zip/Neo Geo Mister FGPA Ultra Pack/ World A-Z/2020 Super Baseball (set 1) (2020bb).neo
LAUNCHPREP-AFTER	warm	sample	2	1	virtual-neogeo	ok	74	0	0	target=/media/fat/mister-magik/launch-cache/virtual-magik-plan-archive-media-fat-games-neogeo-neo-geo-mister-fgpa-ultra-pack-zip-neo-ac5aea18842cb42e886bba963a4192b0.mgl ref=magik-plan:archive:/media/fat/games/NEOGEO/Neo Geo Mister FGPA Ultra Pack.zip/Neo Geo Mister FGPA Ultra Pack/Prototypes, Revisions, Single-PCBs/2020 Super Baseball (set 2) (2020bba).neo
LAUNCHPREP-AFTER	warm	sample	2	2	virtual-neogeo	ok	81	0	0	target=/media/fat/mister-magik/launch-cache/virtual-magik-plan-archive-media-fat-games-neogeo-neo-geo-mister-fgpa-ultra-pack-zip-neo-fdfafc8a65586ab1ed69c869a5d8e0d8.mgl ref=magik-plan:archive:/media/fat/games/NEOGEO/Neo Geo Mister FGPA Ultra Pack.zip/Neo Geo Mister FGPA Ultra Pack/Prototypes, Revisions, Single-PCBs/2020 Super Baseball (set 3) (2020bbh).neo
LAUNCHPREP-AFTER	warm	sample	2	3	virtual-neogeo	ok	63	0	0	target=/media/fat/mister-magik/launch-cache/virtual-magik-plan-archive-media-fat-games-neogeo-neo-geo-mister-fgpa-ultra-pack-zip-neo-2ed72f6175e209e5ca9df7671ab2cd47.mgl ref=magik-plan:archive:/media/fat/games/NEOGEO/Neo Geo Mister FGPA Ultra Pack.zip/Neo Geo Mister FGPA Ultra Pack/ World A-Z/3 Count Bout (3countb).neo
LAUNCHPREP-AFTER	warm	sample	2	4	virtual-neogeo	ok	86	0	0	target=/media/fat/mister-magik/launch-cache/virtual-magik-plan-archive-media-fat-games-neogeo-neo-geo-mister-fgpa-ultra-pack-zip-neo-f052583d17edffd3e99ed9acd75dfa12.mgl ref=magik-plan:archive:/media/fat/games/NEOGEO/Neo Geo Mister FGPA Ultra Pack.zip/Neo Geo Mister FGPA Ultra Pack/ World A-Z/Aero Fighters 2 (sonicwi2).neo
LAUNCHPREP-AFTER	warm	sample	2	5	virtual-neogeo	ok	70	0	0	target=/media/fat/mister-magik/launch-cache/virtual-magik-plan-archive-media-fat-games-neogeo-neo-geo-mister-fgpa-ultra-pack-zip-neo-2cf01dfca3b8811d4d4e7d8e6a1e3b7a.mgl ref=magik-plan:archive:/media/fat/games/NEOGEO/Neo Geo Mister FGPA Ultra Pack.zip/Neo Geo Mister FGPA Ultra Pack/ World A-Z/Aero Fighters 3 (sonicwi3).neo
LAUNCHPREP-AFTER	warm	sample	2	6	virtual-neogeo	ok	71	0	0	target=/media/fat/mister-magik/launch-cache/virtual-magik-plan-archive-media-fat-games-neogeo-neo-geo-mister-fgpa-ultra-pack-zip-neo-dab76d2aeb8975415e210dac5606cdd1.mgl ref=magik-plan:archive:/media/fat/games/NEOGEO/Neo Geo Mister FGPA Ultra Pack.zip/Neo Geo Mister FGPA Ultra Pack/ World A-Z/Aggressors of Dark Kombat (aodk).neo
LAUNCHPREP-AFTER	warm	sample	2	7	virtual-neogeo	ok	63	0	0	target=/media/fat/mister-magik/launch-cache/virtual-magik-plan-archive-media-fat-games-neogeo-neo-geo-mister-fgpa-ultra-pack-zip-neo-fbe9540d4797bab6fb6858aa47358c54.mgl ref=magik-plan:archive:/media/fat/games/NEOGEO/Neo Geo Mister FGPA Ultra Pack.zip/Neo Geo Mister FGPA Ultra Pack/ World A-Z/Alpha Mission II (alpham2).neo
LAUNCHPREP-AFTER	warm	sample	2	8	amigavision	ok	1864	4096	33	target=/media/fat/_Computer/Amiga.mgl ref=magik-amigavision:15%20Years%20of%20Fame%20%28Up%20Rough%29%28OCS%29
LAUNCHPREP-AFTER	warm	sample	2	9	amigavision	ok	1891	4096	15	target=/media/fat/_Computer/Amiga.mgl ref=magik-amigavision:1869%20%28AGA%29%5Ben%5D
LAUNCHPREP-AFTER	warm	sample	2	10	amigavision	ok	1815	4096	29	target=/media/fat/_Computer/Amiga.mgl ref=magik-amigavision:1992%20%28Focus%20Design%29%28AGA-060%29
LAUNCHPREP-AFTER	warm	sample	2	11	amigavision	ok	1850	4096	31	target=/media/fat/_Computer/Amiga.mgl ref=magik-amigavision:3001%20O%27Connors%20Fight%20%28OCS%29%5Ben%5D
LAUNCHPREP-AFTER	warm	sample	3	0	virtual-neogeo	ok	94	0	0	target=/media/fat/mister-magik/launch-cache/virtual-magik-plan-archive-media-fat-games-neogeo-neo-geo-mister-fgpa-ultra-pack-zip-neo-89e332db6e06dfec676056f88b992970.mgl ref=magik-plan:archive:/media/fat/games/NEOGEO/Neo Geo Mister FGPA Ultra Pack.zip/Neo Geo Mister FGPA Ultra Pack/ World A-Z/2020 Super Baseball (set 1) (2020bb).neo
LAUNCHPREP-AFTER	warm	sample	3	1	virtual-neogeo	ok	104	0	0	target=/media/fat/mister-magik/launch-cache/virtual-magik-plan-archive-media-fat-games-neogeo-neo-geo-mister-fgpa-ultra-pack-zip-neo-ac5aea18842cb42e886bba963a4192b0.mgl ref=magik-plan:archive:/media/fat/games/NEOGEO/Neo Geo Mister FGPA Ultra Pack.zip/Neo Geo Mister FGPA Ultra Pack/Prototypes, Revisions, Single-PCBs/2020 Super Baseball (set 2) (2020bba).neo
LAUNCHPREP-AFTER	warm	sample	3	2	virtual-neogeo	ok	88	0	0	target=/media/fat/mister-magik/launch-cache/virtual-magik-plan-archive-media-fat-games-neogeo-neo-geo-mister-fgpa-ultra-pack-zip-neo-fdfafc8a65586ab1ed69c869a5d8e0d8.mgl ref=magik-plan:archive:/media/fat/games/NEOGEO/Neo Geo Mister FGPA Ultra Pack.zip/Neo Geo Mister FGPA Ultra Pack/Prototypes, Revisions, Single-PCBs/2020 Super Baseball (set 3) (2020bbh).neo
LAUNCHPREP-AFTER	warm	sample	3	3	virtual-neogeo	ok	63	0	0	target=/media/fat/mister-magik/launch-cache/virtual-magik-plan-archive-media-fat-games-neogeo-neo-geo-mister-fgpa-ultra-pack-zip-neo-2ed72f6175e209e5ca9df7671ab2cd47.mgl ref=magik-plan:archive:/media/fat/games/NEOGEO/Neo Geo Mister FGPA Ultra Pack.zip/Neo Geo Mister FGPA Ultra Pack/ World A-Z/3 Count Bout (3countb).neo
LAUNCHPREP-AFTER	warm	sample	3	4	virtual-neogeo	ok	63	0	0	target=/media/fat/mister-magik/launch-cache/virtual-magik-plan-archive-media-fat-games-neogeo-neo-geo-mister-fgpa-ultra-pack-zip-neo-f052583d17edffd3e99ed9acd75dfa12.mgl ref=magik-plan:archive:/media/fat/games/NEOGEO/Neo Geo Mister FGPA Ultra Pack.zip/Neo Geo Mister FGPA Ultra Pack/ World A-Z/Aero Fighters 2 (sonicwi2).neo
LAUNCHPREP-AFTER	warm	sample	3	5	virtual-neogeo	ok	70	0	0	target=/media/fat/mister-magik/launch-cache/virtual-magik-plan-archive-media-fat-games-neogeo-neo-geo-mister-fgpa-ultra-pack-zip-neo-2cf01dfca3b8811d4d4e7d8e6a1e3b7a.mgl ref=magik-plan:archive:/media/fat/games/NEOGEO/Neo Geo Mister FGPA Ultra Pack.zip/Neo Geo Mister FGPA Ultra Pack/ World A-Z/Aero Fighters 3 (sonicwi3).neo
LAUNCHPREP-AFTER	warm	sample	3	6	virtual-neogeo	ok	79	0	0	target=/media/fat/mister-magik/launch-cache/virtual-magik-plan-archive-media-fat-games-neogeo-neo-geo-mister-fgpa-ultra-pack-zip-neo-dab76d2aeb8975415e210dac5606cdd1.mgl ref=magik-plan:archive:/media/fat/games/NEOGEO/Neo Geo Mister FGPA Ultra Pack.zip/Neo Geo Mister FGPA Ultra Pack/ World A-Z/Aggressors of Dark Kombat (aodk).neo
LAUNCHPREP-AFTER	warm	sample	3	7	virtual-neogeo	ok	71	0	0	target=/media/fat/mister-magik/launch-cache/virtual-magik-plan-archive-media-fat-games-neogeo-neo-geo-mister-fgpa-ultra-pack-zip-neo-fbe9540d4797bab6fb6858aa47358c54.mgl ref=magik-plan:archive:/media/fat/games/NEOGEO/Neo Geo Mister FGPA Ultra Pack.zip/Neo Geo Mister FGPA Ultra Pack/ World A-Z/Alpha Mission II (alpham2).neo
LAUNCHPREP-AFTER	warm	sample	3	8	amigavision	ok	1859	4096	33	target=/media/fat/_Computer/Amiga.mgl ref=magik-amigavision:15%20Years%20of%20Fame%20%28Up%20Rough%29%28OCS%29
LAUNCHPREP-AFTER	warm	sample	3	9	amigavision	ok	2605	4096	15	target=/media/fat/_Computer/Amiga.mgl ref=magik-amigavision:1869%20%28AGA%29%5Ben%5D
LAUNCHPREP-AFTER	warm	sample	3	10	amigavision	ok	1786	4096	29	target=/media/fat/_Computer/Amiga.mgl ref=magik-amigavision:1992%20%28Focus%20Design%29%28AGA-060%29
LAUNCHPREP-AFTER	warm	sample	3	11	amigavision	ok	1838	4096	31	target=/media/fat/_Computer/Amiga.mgl ref=magik-amigavision:3001%20O%27Connors%20Fight%20%28OCS%29%5Ben%5D
LAUNCHPREP-AFTER	warm	sample	4	0	virtual-neogeo	ok	86	0	0	target=/media/fat/mister-magik/launch-cache/virtual-magik-plan-archive-media-fat-games-neogeo-neo-geo-mister-fgpa-ultra-pack-zip-neo-89e332db6e06dfec676056f88b992970.mgl ref=magik-plan:archive:/media/fat/games/NEOGEO/Neo Geo Mister FGPA Ultra Pack.zip/Neo Geo Mister FGPA Ultra Pack/ World A-Z/2020 Super Baseball (set 1) (2020bb).neo
LAUNCHPREP-AFTER	warm	sample	4	1	virtual-neogeo	ok	66	0	0	target=/media/fat/mister-magik/launch-cache/virtual-magik-plan-archive-media-fat-games-neogeo-neo-geo-mister-fgpa-ultra-pack-zip-neo-ac5aea18842cb42e886bba963a4192b0.mgl ref=magik-plan:archive:/media/fat/games/NEOGEO/Neo Geo Mister FGPA Ultra Pack.zip/Neo Geo Mister FGPA Ultra Pack/Prototypes, Revisions, Single-PCBs/2020 Super Baseball (set 2) (2020bba).neo
LAUNCHPREP-AFTER	warm	sample	4	2	virtual-neogeo	ok	65	0	0	target=/media/fat/mister-magik/launch-cache/virtual-magik-plan-archive-media-fat-games-neogeo-neo-geo-mister-fgpa-ultra-pack-zip-neo-fdfafc8a65586ab1ed69c869a5d8e0d8.mgl ref=magik-plan:archive:/media/fat/games/NEOGEO/Neo Geo Mister FGPA Ultra Pack.zip/Neo Geo Mister FGPA Ultra Pack/Prototypes, Revisions, Single-PCBs/2020 Super Baseball (set 3) (2020bbh).neo
LAUNCHPREP-AFTER	warm	sample	4	3	virtual-neogeo	ok	64	0	0	target=/media/fat/mister-magik/launch-cache/virtual-magik-plan-archive-media-fat-games-neogeo-neo-geo-mister-fgpa-ultra-pack-zip-neo-2ed72f6175e209e5ca9df7671ab2cd47.mgl ref=magik-plan:archive:/media/fat/games/NEOGEO/Neo Geo Mister FGPA Ultra Pack.zip/Neo Geo Mister FGPA Ultra Pack/ World A-Z/3 Count Bout (3countb).neo
LAUNCHPREP-AFTER	warm	sample	4	4	virtual-neogeo	ok	71	0	0	target=/media/fat/mister-magik/launch-cache/virtual-magik-plan-archive-media-fat-games-neogeo-neo-geo-mister-fgpa-ultra-pack-zip-neo-f052583d17edffd3e99ed9acd75dfa12.mgl ref=magik-plan:archive:/media/fat/games/NEOGEO/Neo Geo Mister FGPA Ultra Pack.zip/Neo Geo Mister FGPA Ultra Pack/ World A-Z/Aero Fighters 2 (sonicwi2).neo
LAUNCHPREP-AFTER	warm	sample	4	5	virtual-neogeo	ok	66	0	0	target=/media/fat/mister-magik/launch-cache/virtual-magik-plan-archive-media-fat-games-neogeo-neo-geo-mister-fgpa-ultra-pack-zip-neo-2cf01dfca3b8811d4d4e7d8e6a1e3b7a.mgl ref=magik-plan:archive:/media/fat/games/NEOGEO/Neo Geo Mister FGPA Ultra Pack.zip/Neo Geo Mister FGPA Ultra Pack/ World A-Z/Aero Fighters 3 (sonicwi3).neo
LAUNCHPREP-AFTER	warm	sample	4	6	virtual-neogeo	ok	121	0	0	target=/media/fat/mister-magik/launch-cache/virtual-magik-plan-archive-media-fat-games-neogeo-neo-geo-mister-fgpa-ultra-pack-zip-neo-dab76d2aeb8975415e210dac5606cdd1.mgl ref=magik-plan:archive:/media/fat/games/NEOGEO/Neo Geo Mister FGPA Ultra Pack.zip/Neo Geo Mister FGPA Ultra Pack/ World A-Z/Aggressors of Dark Kombat (aodk).neo
LAUNCHPREP-AFTER	warm	sample	4	7	virtual-neogeo	ok	90	0	0	target=/media/fat/mister-magik/launch-cache/virtual-magik-plan-archive-media-fat-games-neogeo-neo-geo-mister-fgpa-ultra-pack-zip-neo-fbe9540d4797bab6fb6858aa47358c54.mgl ref=magik-plan:archive:/media/fat/games/NEOGEO/Neo Geo Mister FGPA Ultra Pack.zip/Neo Geo Mister FGPA Ultra Pack/ World A-Z/Alpha Mission II (alpham2).neo
LAUNCHPREP-AFTER	warm	sample	4	8	amigavision	ok	1879	4096	33	target=/media/fat/_Computer/Amiga.mgl ref=magik-amigavision:15%20Years%20of%20Fame%20%28Up%20Rough%29%28OCS%29
LAUNCHPREP-AFTER	warm	sample	4	9	amigavision	ok	1780	4096	15	target=/media/fat/_Computer/Amiga.mgl ref=magik-amigavision:1869%20%28AGA%29%5Ben%5D
LAUNCHPREP-AFTER	warm	sample	4	10	amigavision	ok	2015	4096	29	target=/media/fat/_Computer/Amiga.mgl ref=magik-amigavision:1992%20%28Focus%20Design%29%28AGA-060%29
LAUNCHPREP-AFTER	warm	sample	4	11	amigavision	ok	1889	4096	31	target=/media/fat/_Computer/Amiga.mgl ref=magik-amigavision:3001%20O%27Connors%20Fight%20%28OCS%29%5Ben%5D
LAUNCHPREP-AFTER	warm	sample	5	0	virtual-neogeo	ok	90	0	0	target=/media/fat/mister-magik/launch-cache/virtual-magik-plan-archive-media-fat-games-neogeo-neo-geo-mister-fgpa-ultra-pack-zip-neo-89e332db6e06dfec676056f88b992970.mgl ref=magik-plan:archive:/media/fat/games/NEOGEO/Neo Geo Mister FGPA Ultra Pack.zip/Neo Geo Mister FGPA Ultra Pack/ World A-Z/2020 Super Baseball (set 1) (2020bb).neo
LAUNCHPREP-AFTER	warm	sample	5	1	virtual-neogeo	ok	245	0	0	target=/media/fat/mister-magik/launch-cache/virtual-magik-plan-archive-media-fat-games-neogeo-neo-geo-mister-fgpa-ultra-pack-zip-neo-ac5aea18842cb42e886bba963a4192b0.mgl ref=magik-plan:archive:/media/fat/games/NEOGEO/Neo Geo Mister FGPA Ultra Pack.zip/Neo Geo Mister FGPA Ultra Pack/Prototypes, Revisions, Single-PCBs/2020 Super Baseball (set 2) (2020bba).neo
LAUNCHPREP-AFTER	warm	sample	5	2	virtual-neogeo	ok	165	0	0	target=/media/fat/mister-magik/launch-cache/virtual-magik-plan-archive-media-fat-games-neogeo-neo-geo-mister-fgpa-ultra-pack-zip-neo-fdfafc8a65586ab1ed69c869a5d8e0d8.mgl ref=magik-plan:archive:/media/fat/games/NEOGEO/Neo Geo Mister FGPA Ultra Pack.zip/Neo Geo Mister FGPA Ultra Pack/Prototypes, Revisions, Single-PCBs/2020 Super Baseball (set 3) (2020bbh).neo
LAUNCHPREP-AFTER	warm	sample	5	3	virtual-neogeo	ok	113	0	0	target=/media/fat/mister-magik/launch-cache/virtual-magik-plan-archive-media-fat-games-neogeo-neo-geo-mister-fgpa-ultra-pack-zip-neo-2ed72f6175e209e5ca9df7671ab2cd47.mgl ref=magik-plan:archive:/media/fat/games/NEOGEO/Neo Geo Mister FGPA Ultra Pack.zip/Neo Geo Mister FGPA Ultra Pack/ World A-Z/3 Count Bout (3countb).neo
LAUNCHPREP-AFTER	warm	sample	5	4	virtual-neogeo	ok	77	0	0	target=/media/fat/mister-magik/launch-cache/virtual-magik-plan-archive-media-fat-games-neogeo-neo-geo-mister-fgpa-ultra-pack-zip-neo-f052583d17edffd3e99ed9acd75dfa12.mgl ref=magik-plan:archive:/media/fat/games/NEOGEO/Neo Geo Mister FGPA Ultra Pack.zip/Neo Geo Mister FGPA Ultra Pack/ World A-Z/Aero Fighters 2 (sonicwi2).neo
LAUNCHPREP-AFTER	warm	sample	5	5	virtual-neogeo	ok	66	0	0	target=/media/fat/mister-magik/launch-cache/virtual-magik-plan-archive-media-fat-games-neogeo-neo-geo-mister-fgpa-ultra-pack-zip-neo-2cf01dfca3b8811d4d4e7d8e6a1e3b7a.mgl ref=magik-plan:archive:/media/fat/games/NEOGEO/Neo Geo Mister FGPA Ultra Pack.zip/Neo Geo Mister FGPA Ultra Pack/ World A-Z/Aero Fighters 3 (sonicwi3).neo
LAUNCHPREP-AFTER	warm	sample	5	6	virtual-neogeo	ok	89	0	0	target=/media/fat/mister-magik/launch-cache/virtual-magik-plan-archive-media-fat-games-neogeo-neo-geo-mister-fgpa-ultra-pack-zip-neo-dab76d2aeb8975415e210dac5606cdd1.mgl ref=magik-plan:archive:/media/fat/games/NEOGEO/Neo Geo Mister FGPA Ultra Pack.zip/Neo Geo Mister FGPA Ultra Pack/ World A-Z/Aggressors of Dark Kombat (aodk).neo
LAUNCHPREP-AFTER	warm	sample	5	7	virtual-neogeo	ok	163	0	0	target=/media/fat/mister-magik/launch-cache/virtual-magik-plan-archive-media-fat-games-neogeo-neo-geo-mister-fgpa-ultra-pack-zip-neo-fbe9540d4797bab6fb6858aa47358c54.mgl ref=magik-plan:archive:/media/fat/games/NEOGEO/Neo Geo Mister FGPA Ultra Pack.zip/Neo Geo Mister FGPA Ultra Pack/ World A-Z/Alpha Mission II (alpham2).neo
LAUNCHPREP-AFTER	warm	sample	5	8	amigavision	ok	2128	4096	33	target=/media/fat/_Computer/Amiga.mgl ref=magik-amigavision:15%20Years%20of%20Fame%20%28Up%20Rough%29%28OCS%29
LAUNCHPREP-AFTER	warm	sample	5	9	amigavision	ok	1917	4096	15	target=/media/fat/_Computer/Amiga.mgl ref=magik-amigavision:1869%20%28AGA%29%5Ben%5D
